"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\02_A1.d"," DAD1 - B:Sig=260,4  Ref=360,60 02_A1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\47_D6.d" ,"5" ,0.626,0.641,0.747,0.95,3.40,1.17,1.73,0.52,0.122,0.044,0.33,0.05,0.620,0.624,0.762,0.765,0.33,0.03,5.26,1.25,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\47_D6.d" ,"6" ,1.088,1.199,1.323,8.62,51.83,17.90,15.65,7.94,0.235,0.100,-0.58,-0.14,1.087,1.089,1.322,1.324,-0.58,-0.14,1.19,8.25,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\47_D6.d" ,"7" ,3.127,3.261,3.427,16.43,132.36,45.72,29.82,20.28,0.300,0.130,-0.87,-0.12,3.106,3.108,3.427,3.433,-0.87,-0.12,1.21,15.89,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\47_D6.d" ,"8" ,3.435,3.542,3.665,17.06,92.76,32.04,30.98,14.21,0.230,0.085,-0.10,-1.11,3.427,3.433,3.727,3.730,-0.10,-1.11,0.97,16.49,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\47_D6.d" ,"9" ,4.683,4.686,4.875,0.29,3.01,1.04,0.53,0.46,0.192,0.045,-2.63,-3.82,4.681,4.685,4.882,4.890,-2.88,-3.82,14.78,-2.60,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\47_D6.d" ,"10" ,7.103,7.299,7.505,19.80,289.51,100.00,35.95,44.35,0.402,0.299,-0.80,17.03,7.026,7.036,7.505,7.509,-0.80,17.03,1.71,27.68,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\48_D7.d"," DAD1 - B:Sig=260,4  Ref=360,60 48_D7.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\48_D7.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\48_D7.d" ,"1" ,0.362,0.384,0.403,2.93,4.29,1.47,10.49,0.82,0.041,0.025,-1.66,-1.03,0.356,0.358,0.403,0.404,-1.66,-1.23,1.07,1.50,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\48_D7.d" ,"2" ,0.403,0.439,0.532,4.00,15.32,5.24,14.35,2.93,0.129,0.062,-1.03,0.19,0.403,0.404,0.566,0.572,-1.23,0.15,4.31,3.16,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\48_D7.d" ,"3" ,0.584,0.605,0.654,27.90,39.50,13.52,100.00,7.55,0.070,0.019,-0.15,-0.23,0.580,0.584,0.654,0.655,-0.20,-0.23,2.98,27.70,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\48_D7.d" ,"4" ,0.654,0.691,0.772,0.93,3.83,1.31,3.34,0.73,0.117,0.070,-0.23,-0.28,0.654,0.655,0.813,0.815,-0.23,-0.28,2.01,0.69,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\48_D7.d" ,"5" ,1.193,1.250,1.342,8.56,31.13,10.66,30.68,5.95,0.148,0.057,-0.53,-0.15,1.187,1.189,1.378,1.384,-0.53,-0.15,1.75,8.17,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\48_D7.d" ,"6" ,3.245,3.352,3.491,12.99,81.70,27.97,46.55,15.63,0.246,0.100,-0.97,-0.63,3.225,3.227,3.507,3.511,-0.97,-0.63,1.25,12.17,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\48_D7.d" ,"7" ,3.516,3.600,3.683,12.65,55.01,18.83,45.34,10.52,0.167,0.069,-0.78,-0.71,3.513,3.518,3.727,3.731,-0.78,-0.71,1.14,11.91,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\48_D7.d" ,"8" ,7.093,7.295,7.505,20.07,292.08,100.00,71.92,55.86,0.413,0.299,-1.45,17.14,7.037,7.039,7.505,7.509,-1.45,17.14,1.77,27.73,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\49_D8.d"," DAD1 - B:Sig=260,4  Ref=360,60 49_D8.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\49_D8.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\49_D8.d" ,"1" ,0.407,0.439,0.561,4.11,15.36,2.77,8.57,1.27,0.154,0.053,-0.33,-0.18,0.403,0.404,0.559,0.562,-0.33,-0.18,3.39,3.81,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\49_D8.d" ,"2" ,0.562,0.579,0.623,47.98,54.23,9.78,100.00,4.49,0.061,0.015,-0.18,-0.38,0.559,0.562,0.623,0.624,-0.18,-0.38,3.02,47.74,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\49_D8.d" ,"3" ,1.119,1.206,1.330,7.65,45.08,8.13,15.95,3.73,0.212,0.098,-0.54,-0.28,1.106,1.116,1.329,1.340,-0.54,-0.28,1.20,7.22,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\49_D8.d" ,"4" ,3.142,3.272,3.426,14.38,113.62,20.49,29.97,9.41,0.284,0.128,-0.93,-0.23,3.112,3.115,3.439,3.444,-0.93,-0.23,1.23,13.77,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\49_D8.d" ,"5" ,3.450,3.550,3.681,15.17,80.70,14.56,31.62,6.68,0.231,0.083,-0.29,-1.35,3.439,3.444,3.709,3.712,-0.29,-1.35,0.98,14.43,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\49_D8.d" ,"6" ,7.038,7.296,7.506,30.38,554.39,100.00,63.31,45.91,0.468,0.323,-4.01,16.32,7.029,7.035,7.505,7.509,-4.01,-1.67,1.19,27.66,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\49_D8.d" ,"7" ,7.506,7.516,8.052,14.87,344.10,62.07,30.98,28.50,0.546,0.398,16.32,1.29,7.505,7.509,8.839,8.842,5.11,1.19,42.40,19.90,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\50_D9.d"," DAD1 - B:Sig=260,4  Ref=360,60 50_D9.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\50_D9.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\50_D9.d" ,"1" ,0.360,0.387,0.403,3.24,5.44,1.88,6.18,0.84,0.043,0.028,-1.86,-0.26,0.356,0.358,0.402,0.404,-1.86,-1.42,0.74,1.66,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\50_D9.d" ,"2" ,0.403,0.436,0.547,4.78,19.47,6.72,9.11,3.02,0.145,0.062,-0.26,0.09,0.402,0.404,0.558,0.561,-1.42,0.07,3.60,3.71,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\50_D9.d" ,"3" ,0.560,0.579,0.625,52.49,61.03,21.08,100.00,9.46,0.065,0.015,-0.09,-0.28,0.558,0.561,0.625,0.626,-0.10,-0.28,3.18,52.33,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\50_D9.d" ,"4" ,0.629,0.649,0.767,1.22,4.88,1.68,2.33,0.76,0.138,0.069,-0.06,-0.06,0.625,0.626,0.782,0.785,-0.06,-0.06,5.59,1.16,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\50_D9.d" ,"5" ,1.119,1.196,1.315,9.12,49.17,16.98,17.38,7.63,0.196,0.088,-0.46,-0.15,1.107,1.111,1.314,1.316,-0.46,-0.15,1.36,8.79,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\50_D9.d" ,"6" ,3.107,3.256,3.431,16.67,127.31,43.98,31.77,19.74,0.324,0.122,-1.10,-0.20,3.104,3.108,3.430,3.433,-1.10,-0.20,1.27,15.99,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\50_D9.d" ,"7" ,3.432,3.536,3.651,16.62,88.02,30.41,31.66,13.65,0.219,0.083,-0.20,-1.03,3.430,3.433,3.691,3.695,-0.20,-1.03,0.99,16.03,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\50_D9.d" ,"8" ,7.101,7.295,7.505,19.98,289.50,100.00,38.06,44.90,0.404,0.299,-0.86,17.08,7.030,7.032,7.505,7.509,-0.86,17.08,1.78,27.71,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\52_D10.d"," DAD1 - B:Sig=260,4  Ref=360,60 52_D10.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\52_D10.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\52_D10.d" ,"1" ,0.363,0.383,0.399,3.14,4.07,1.41,7.47,0.66,0.036,0.022,-1.66,-1.57,0.356,0.358,0.402,0.404,-1.66,-1.57,0.85,1.53,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\52_D10.d" ,"2" ,0.411,0.440,0.564,3.73,14.79,5.12,8.88,2.41,0.153,0.056,-0.33,-0.24,0.402,0.404,0.564,0.571,-0.33,-0.24,3.65,3.41,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\52_D10.d" ,"3" ,0.579,0.597,0.643,41.98,55.44,19.17,100.00,9.03,0.065,0.018,-0.10,0.37,0.564,0.571,0.643,0.650,-0.10,0.37,2.95,42.01,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\52_D10.d" ,"4" ,1.174,1.236,1.390,11.00,47.77,16.52,26.21,7.78,0.216,0.067,-0.56,-0.52,1.155,1.162,1.389,1.395,-0.56,-0.52,1.72,10.45,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\52_D10.d" ,"5" ,3.205,3.330,3.475,17.84,118.73,41.06,42.51,19.34,0.269,0.105,-1.14,-0.32,3.175,3.182,3.479,3.481,-1.14,-0.32,1.27,17.09,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\52_D10.d" ,"6" ,3.495,3.586,3.708,17.81,84.05,29.06,42.42,13.69,0.213,0.074,-0.49,-1.35,3.494,3.496,3.744,3.748,-0.49,-1.35,1.10,16.95,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\52_D10.d" ,"7" ,7.102,7.295,7.505,19.95,289.17,100.00,47.53,47.09,0.404,0.299,-0.86,17.05,7.029,7.033,7.505,7.509,-0.86,17.05,1.78,27.66,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\53_D11.d"," DAD1 - B:Sig=260,4  Ref=360,60 53_D11.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\53_D11.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\53_D11.d" ,"1" ,0.364,0.386,0.401,2.30,3.34,1.15,4.50,0.53,0.037,0.024,-1.56,-0.13,0.356,0.358,0.402,0.404,-1.56,-0.13,1.05,1.61,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\53_D11.d" ,"2" ,0.403,0.437,0.562,3.94,15.43,5.32,7.69,2.44,0.158,0.056,-0.23,-0.15,0.402,0.404,0.561,0.564,-0.23,-0.15,3.44,3.72,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\53_D11.d" ,"3" ,0.566,0.582,0.605,51.19,52.50,18.09,100.00,8.30,0.039,0.015,0.19,6.24,0.561,0.564,0.601,0.611,0.19,0.15,2.53,51.36,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\53_D11.d" ,"4" ,0.605,0.612,0.625,7.23,6.09,2.10,14.12,0.96,0.020,0.019,6.24,0.13,0.601,0.611,0.628,0.629,0.15,0.13,0.95,7.37,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\53_D11.d" ,"5" ,0.634,0.652,0.753,0.95,3.56,1.23,1.86,0.56,0.119,0.061,0.12,0.00,0.628,0.629,0.792,0.798,0.12,0.00,4.53,1.05,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\53_D11.d" ,"6" ,1.117,1.200,1.326,9.39,49.55,17.07,18.34,7.83,0.210,0.086,-0.55,-0.26,1.114,1.117,1.326,1.328,-0.55,-0.26,1.45,8.95,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\53_D11.d" ,"7" ,3.138,3.267,3.415,16.84,124.03,42.73,32.90,19.60,0.277,0.118,-0.97,-0.05,3.126,3.131,3.431,3.438,-0.97,-0.05,1.23,16.29,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\53_D11.d" ,"8" ,3.441,3.540,3.667,16.85,87.99,30.31,32.92,13.91,0.227,0.082,-0.20,-1.21,3.431,3.438,3.706,3.709,-0.20,-1.21,1.04,16.20,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\53_D11.d" ,"9" ,7.099,7.296,7.505,19.94,290.28,100.00,38.95,45.87,0.407,0.299,-1.06,17.04,7.029,7.037,7.505,7.509,-1.06,17.04,1.76,27.65,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\54_D12.d"," DAD1 - B:Sig=260,4  Ref=360,60 54_D12.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\54_D12.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\54_D12.d" ,"1" ,0.363,0.383,0.400,2.67,3.57,1.23,6.58,0.61,0.037,0.023,-1.57,-0.81,0.356,0.358,0.401,0.403,-1.57,-0.81,1.07,1.52,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\54_D12.d" ,"2" ,0.403,0.436,0.561,4.05,17.03,5.89,9.96,2.90,0.159,0.062,-0.94,-0.18,0.401,0.403,0.561,0.563,-0.94,-0.18,4.47,3.26,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\54_D12.d" ,"3" ,0.574,0.594,0.643,40.62,51.46,17.81,100.00,8.76,0.070,0.017,-0.09,-0.16,0.571,0.574,0.645,0.647,-0.16,-0.16,3.25,40.46,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\54_D12.d" ,"4" ,0.651,0.681,0.749,0.93,3.33,1.15,2.28,0.57,0.099,0.063,-0.16,-0.10,0.645,0.647,0.749,0.751,-0.16,-0.17,2.27,0.76,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\54_D12.d" ,"5" ,1.148,1.209,1.356,10.89,42.98,14.87,26.81,7.31,0.208,0.061,-0.54,-0.40,1.146,1.149,1.353,1.366,-0.54,-0.40,1.78,10.39,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\54_D12.d" ,"6" ,3.146,3.275,3.432,16.37,106.96,37.01,40.30,18.20,0.285,0.103,-1.10,-0.42,3.134,3.136,3.431,3.434,-1.14,-0.42,1.33,15.56,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\54_D12.d" ,"7" ,3.458,3.545,3.662,14.92,73.45,25.41,36.74,12.50,0.203,0.077,-0.34,-1.22,3.443,3.446,3.671,3.674,-0.34,-1.22,1.07,14.21,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\54_D12.d" ,"8" ,7.102,7.297,7.505,19.81,289.03,100.00,48.77,49.17,0.403,0.299,-0.79,17.08,7.027,7.034,7.505,7.509,-0.79,17.08,1.73,27.67,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\55_E1.d"," DAD1 - B:Sig=260,4  Ref=360,60 55_E1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\55_E1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\55_E1.d" ,"1" ,0.364,0.384,0.400,2.66,3.56,1.22,5.72,0.56,0.036,0.023,-1.48,-0.64,0.356,0.358,0.402,0.403,-1.48,-0.64,1.10,1.64,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\55_E1.d" ,"2" ,0.409,0.436,0.536,3.61,12.31,4.23,7.76,1.95,0.128,0.052,-0.04,0.20,0.402,0.403,0.561,0.566,-0.04,0.16,3.47,3.62,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\55_E1.d" ,"3" ,0.569,0.590,0.641,46.57,59.30,20.39,100.00,9.39,0.072,0.017,-0.09,-0.27,0.561,0.566,0.641,0.643,-0.13,-0.27,3.21,46.41,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\55_E1.d" ,"4" ,0.645,0.669,0.751,0.96,3.33,1.15,2.06,0.53,0.106,0.059,-0.02,-0.02,0.641,0.643,0.759,0.763,-0.02,-0.02,3.23,0.94,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\55_E1.d" ,"5" ,1.150,1.205,1.321,11.52,48.36,16.63,24.73,7.66,0.172,0.065,-0.35,-0.18,1.138,1.141,1.321,1.323,-0.35,-0.41,1.72,11.15,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\55_E1.d" ,"6" ,3.165,3.271,3.432,18.43,124.54,42.82,39.56,19.72,0.267,0.106,-0.58,-0.26,3.124,3.133,3.431,3.434,-0.58,-0.76,1.33,17.77,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\55_E1.d" ,"7" ,3.445,3.543,3.659,17.26,89.17,30.66,37.06,14.12,0.214,0.080,-0.29,-1.07,3.442,3.447,3.694,3.698,-0.84,-1.07,1.09,16.32,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\55_E1.d" ,"8" ,7.098,7.289,7.505,20.27,290.85,100.00,43.52,46.06,0.407,0.300,-1.10,17.07,7.032,7.035,7.505,7.509,-1.10,17.07,1.90,27.70,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\56_E2.d"," DAD1 - B:Sig=260,4  Ref=360,60 56_E2.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\56_E2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\56_E2.d" ,"1" ,0.364,0.383,0.400,2.74,3.61,1.25,4.96,0.51,0.036,0.023,-1.54,-0.89,0.355,0.358,0.401,0.403,-1.54,-0.89,1.13,1.54,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\56_E2.d" ,"2" ,0.403,0.433,0.562,4.32,17.47,6.07,7.81,2.48,0.159,0.059,-1.03,-0.20,0.401,0.403,0.561,0.565,-1.03,-0.20,5.22,3.44,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\56_E2.d" ,"3" ,0.569,0.588,0.640,55.30,69.63,24.18,100.00,9.87,0.071,0.017,-0.14,-0.06,0.561,0.565,0.639,0.641,-0.14,-0.09,3.28,55.17,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\56_E2.d" ,"4" ,0.640,0.668,0.754,1.07,3.89,1.35,1.94,0.55,0.114,0.062,-0.06,-0.01,0.639,0.641,0.771,0.773,-0.09,-0.01,3.07,1.00,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\56_E2.d" ,"5" ,1.132,1.198,1.336,13.41,57.09,19.83,24.25,8.09,0.204,0.067,-0.53,-0.29,1.126,1.132,1.335,1.338,-0.53,-0.29,1.70,12.96,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\56_E2.d" ,"6" ,3.129,3.258,3.416,21.92,155.62,54.04,39.64,22.05,0.286,0.109,-1.06,-0.07,3.128,3.131,3.414,3.417,-1.19,-1.24,1.31,20.71,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\56_E2.d" ,"7" ,3.426,3.531,3.674,20.20,110.46,38.36,36.53,15.65,0.248,0.083,-0.12,-1.30,3.424,3.429,3.779,3.783,-1.25,-1.30,1.06,18.93,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\56_E2.d" ,"8" ,7.103,7.297,7.505,19.81,287.96,100.00,35.83,40.80,0.402,0.298,-0.77,17.07,7.026,7.034,7.505,7.509,-0.77,17.07,1.74,27.64,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\57_E3.d"," DAD1 - B:Sig=260,4  Ref=360,60 57_E3.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\57_E3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\57_E3.d" ,"1" ,0.364,0.384,0.400,2.55,3.37,1.17,5.22,0.53,0.037,0.023,-1.63,-0.49,0.356,0.359,0.403,0.404,-1.63,-0.49,1.42,1.54,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\57_E3.d" ,"2" ,0.408,0.444,0.545,3.44,12.86,4.46,7.03,2.02,0.137,0.056,-0.18,0.08,0.403,0.404,0.559,0.568,-0.18,0.05,2.64,3.32,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\57_E3.d" ,"3" ,0.569,0.589,0.639,48.89,61.89,21.43,100.00,9.70,0.070,0.017,-0.13,-0.12,0.559,0.568,0.640,0.641,-0.15,-0.12,3.22,48.75,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\57_E3.d" ,"4" ,0.644,0.671,0.756,1.05,3.81,1.32,2.15,0.60,0.112,0.063,-0.12,-0.08,0.640,0.641,0.765,0.769,-0.12,-0.08,2.89,0.94,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\57_E3.d" ,"5" ,1.132,1.203,1.332,12.07,50.37,17.44,24.69,7.89,0.200,0.065,-0.54,-0.30,1.127,1.132,1.331,1.334,-0.54,-0.30,1.65,11.62,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\57_E3.d" ,"6" ,3.133,3.265,3.426,19.01,128.35,44.45,38.88,20.11,0.294,0.106,-1.13,-0.24,3.129,3.133,3.426,3.428,-1.13,-0.24,1.32,18.28,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\57_E3.d" ,"7" ,3.441,3.536,3.664,17.50,88.85,30.77,35.80,13.92,0.223,0.080,-0.21,-1.22,3.430,3.437,3.683,3.689,-0.21,-1.22,1.10,16.87,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\57_E3.d" ,"8" ,7.103,7.290,7.505,20.13,288.75,100.00,41.18,45.24,0.402,0.299,-0.74,17.03,7.025,7.036,7.505,7.509,-0.74,17.03,1.88,27.65,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\58_E4.d"," DAD1 - B:Sig=260,4  Ref=360,60 58_E4.d"
